epoch,train_loss,val_loss,lr
1,2.5586335059432757,2.2691480896689673,0.0008
2,2.650085781301771,2.521457238630815,0.0008
3,2.6513570717402866,2.3278937339782715,0.0008
4,2.5708011161713373,2.00674126364968,0.0008
5,2.6132028301556907,2.978964935649525,0.0008
6,2.404379475684393,1.6508544033223933,0.0008
7,2.205086526416597,2.351924787868153,0.0008
8,2.187450584911165,2.4505137530240146,0.0008
9,2.1413734328179133,2.3469262556596235,0.0008
10,2.045249152751196,1.892395095391707,0.0008
11,1.8942900839306058,1.7220044786279851,0.0008
12,1.721585594472431,1.803191065788269,0.0008
13,1.4879760202907382,1.6109366091814907,0.0008
14,0.9335835568961643,0.8477348685264587,0.0008
15,0.6682604735805875,1.255116950381886,0.0008
16,0.4208732300571033,0.39172986962578515,0.0008
17,0.25847980229272727,0.25297732380303467,0.0008
18,0.1940152838027903,0.18249002268368547,0.0008
19,0.1472928598079653,0.5263254507021471,0.0008
20,0.11179542593613621,0.1610847454179417,0.0008
21,0.09240416761132933,0.24952637471935965,0.0008
22,0.09189988816866562,0.1258357913995331,0.0008
23,0.0891263676984679,0.08479754321954468,0.0008
24,0.0630151540307062,0.16994714228944344,0.0008
25,0.055069797117972656,0.15469381771981716,0.0008
26,0.06177035766831111,0.15666348436339336,0.0008
27,0.027323207316277104,0.21508178318088705,0.0008
28,0.02719030269820775,0.13151844929565082,0.0008
29,0.022412806666190072,0.08151973868635567,0.0008
30,0.013984818122394028,0.1853749779137698,0.0008
31,0.014566021733030322,0.06493208388035948,0.0008
32,0.010673535267068516,0.09351963448253545,0.0008
33,0.01541812021640085,0.11762873853810808,0.0008
34,0.02379195136572456,0.052890247919342735,0.0008
35,0.015838815675427515,0.2147777812047438,0.0008
36,0.018788874681506838,0.032713573426008224,0.0008
37,0.0142236328073999,0.1807960651137612,0.0008
38,0.05580237405818133,0.5062202255834233,0.0008
39,0.06393071350508503,0.07414245444603941,0.0008
40,0.0406878061282138,0.13994108597663316,0.0008
41,0.023669927015102336,0.1494773230092092,0.0008
42,0.014673321169712358,0.19433922456069427,0.0008
43,0.01282075747647988,0.16188429431481796,0.0008
44,0.01938511786006746,-0.01859077641909773,0.0008
45,0.016693199563416698,-0.1085904599590735,0.0008
46,0.0050126769402552215,0.22036225687373767,0.0008
47,0.008070526045880147,0.22484479641372507,0.0008
48,0.01729768172593876,0.10943055389956995,0.0008
49,0.011367058603181726,0.14551529152826828,0.0008
50,0.028397252117948874,0.293448651378805,0.0008
51,0.024076650983520916,0.0563305506313389,0.0008
52,0.019899531444978146,-0.11238174546848644,0.0008
53,0.00451209153869145,0.0543757930228656,0.0008
54,0.004732010425955412,0.09245186993344263,0.0008
55,0.0050118351798681985,0.14327974837612023,0.0008
56,0.006274390782761786,0.11796632696959106,0.0008
57,0.0026360457801880934,0.07555053146048026,0.0008
58,0.0025961178526770147,0.10997231694107706,0.0008
59,0.0010226930524887784,0.2356508265842091,0.0008
60,0.004826703474723867,0.10886533033441413,0.0008
